cidade,estado,id,nome,segmento
Nova Esperança,PR,486,Empresa 486,Materiais de Construção
Antônio Dias,MG,487,Empresa 487,Outro
Tutóia,MA,488,Empresa 488,Outro
Umburatiba,MG,489,Empresa 489,Cosméticos / Perfumaria / Higiene
Frutuoso Gomes,RN,490,Empresa 490,Móveis
Ascurra,SC,491,Empresa 491,Alimentos / Bebida
Rodeiro,MG,492,Empresa 492,Outro
Itaberá,SP,493,Empresa 493,Embalagens
Silvânia,GO,494,Empresa 494,Alimentos / Bebida
Jaraguá do Sul,SC,495,Empresa 495,Cosméticos / Perfumaria / Higiene
Catolândia,BA,496,Empresa 496,Materiais de Construção
Nova Resende,MG,497,Empresa 497,Alimentos / Bebida
Rio Real,BA,498,Empresa 498,Móveis
Paulo Frontin,PR,499,Empresa 499,Pet-Shop
Tupanciretã,RS,500,Empresa 500,Confecção / Textil
Rio Branco do Ivaí,PR,501,Empresa 501,Calçados
Araçariguama,SP,502,Empresa 502,Confecção / Textil
Paulo Lopes,SC,503,Empresa 503,Outro
Quiterianópolis,CE,504,Empresa 504,Eletrônicos / Eletrodomésticos
Primeiro de Maio,PR,505,Empresa 505,Pet-Shop
Campo Verde,MT,506,Empresa 506,Informática
Damião,PB,507,Empresa 507,Alimentos / Bebida
Nova Santa Bárbara,PR,508,Empresa 508,Alimentos / Bebida
Palmeirópolis,TO,509,Empresa 509,Informática
Iguaí,BA,510,Empresa 510,Outro
Salinas,MG,511,Empresa 511,Outro
Lagoa d'Anta,RN,512,Empresa 512,Máquinas / Equipamentos
Centralina,MG,513,Empresa 513,Confecção / Textil
Tabatinga,AM,514,Empresa 514,Alimentos / Bebida
Lajedão,BA,515,Empresa 515,Limpeza / Higiene
Araxá,MG,516,Empresa 516,Outro
Várzea,RN,517,Empresa 517,Alimentos / Bebida
Coronel Martins,SC,518,Empresa 518,Jóias e Bijuterias
Curral de Cima,PB,519,Empresa 519,Alimentos / Bebida
Santa Rosa do Tocantins,TO,520,Empresa 520,Pet-Shop
Lago Verde,MA,521,Empresa 521,Alimentos / Bebida
Espigão D'Oeste,RO,522,Empresa 522,Materiais de Construção
Belo Monte,AL,523,Empresa 523,Informática
Macaubal,SP,524,Empresa 524,Outro
Rio do Campo,SC,525,Empresa 525,Outro
São Ludgero,SC,526,Empresa 526,Limpeza / Higiene
Riacho dos Machados,MG,527,Empresa 527,Informática
Castelo do Piauí,PI,528,Empresa 528,Confecção / Textil
Bacurituba,MA,529,Empresa 529,Confecção / Textil
Baixio,CE,530,Empresa 530,Alimentos / Bebida
Alto Horizonte,GO,531,Empresa 531,Confecção / Textil
Silva Jardim,RJ,532,Empresa 532,Alimentos / Bebida
Cruzeiro do Oeste,PR,533,Empresa 533,Alimentos / Bebida
Mandirituba,PR,534,Empresa 534,Outro
Pato Branco,PR,535,Empresa 535,Informática
Água Fria de Goiás,GO,536,Empresa 536,Outro
Alvorada de Minas,MG,537,Empresa 537,Confecção / Textil
São Félix do Coribe,BA,538,Empresa 538,Informática
Santo Antônio do Grama,MG,539,Empresa 539,Cosméticos / Perfumaria / Higiene
Curralinhos,PI,540,Empresa 540,Outro
Colorado do Oeste,RO,541,Empresa 541,Outro
Camamu,BA,542,Empresa 542,Outro
Bicas,MG,543,Empresa 543,Confecção / Textil
Miraselva,PR,544,Empresa 544,Cosméticos / Perfumaria / Higiene
Couto de Magalhães,TO,545,Empresa 545,Cosméticos / Perfumaria / Higiene
Campinorte,GO,546,Empresa 546,Alimentos / Bebida
Jaguaripe,BA,547,Empresa 547,Cosméticos / Perfumaria / Higiene
Pilão Arcado,BA,548,Empresa 548,Eletrônicos / Eletrodomésticos
Carlinda,MT,549,Empresa 549,Calçados
Aguiarnópolis,TO,550,Empresa 550,Pet-Shop
Alfredo Chaves,ES,551,Empresa 551,Informática
Nova Cantu,PR,552,Empresa 552,Medicamentos
Ibirité,MG,553,Empresa 553,Confecção / Textil
Santa Luzia do Norte,AL,554,Empresa 554,Outro
Darcinópolis,TO,555,Empresa 555,Informática
Pedro Avelino,RN,556,Empresa 556,Cosméticos / Perfumaria / Higiene
Mutum,MG,557,Empresa 557,Materiais de Construção
Vargem Bonita,MG,558,Empresa 558,Cosméticos / Perfumaria / Higiene
Terra Nova,PE,559,Empresa 559,Confecção / Textil
Serra Azul,SP,560,Empresa 560,Brinquedos
Novo Horizonte,SP,561,Empresa 561,Alimentos / Bebida
Colorado,RS,562,Empresa 562,Alimentos / Bebida
Xaxim,SC,563,Empresa 563,Informática
Caraíbas,BA,564,Empresa 564,Informática
Carira,SE,565,Empresa 565,Cosméticos / Perfumaria / Higiene
Schroeder,SC,566,Empresa 566,Cosméticos / Perfumaria / Higiene
Cromínia,GO,567,Empresa 567,Limpeza / Higiene
Lapa,PR,568,Empresa 568,Alimentos / Bebida
Selvíria,MS,569,Empresa 569,Calçados
Pontes e Lacerda,MT,570,Empresa 570,Utilidades
Janiópolis,PR,571,Empresa 571,Alimentos / Bebida
Lupércio,SP,572,Empresa 572,Alimentos / Bebida
Estrela do Norte,GO,573,Empresa 573,Informática
Manoel Urbano,AC,574,Empresa 574,Limpeza / Higiene
Nova Iguaçu de Goiás,GO,575,Empresa 575,Pet-Shop
Irani,SC,576,Empresa 576,Cosméticos / Perfumaria / Higiene
Sumaré,SP,577,Empresa 577,Decoração / Cama / Mesa / Banho
São Miguel Arcanjo,SP,578,Empresa 578,Materiais de Construção
Inajá,PR,579,Empresa 579,Alimentos / Bebida
Caatiba,BA,580,Empresa 580,Embalagens
São Jerônimo,RS,581,Empresa 581,Cosméticos / Perfumaria / Higiene
Nova Alvorada,RS,582,Empresa 582,Cosméticos / Perfumaria / Higiene
Maraã,AM,583,Empresa 583,Materiais de Construção
Pardinho,SP,584,Empresa 584,Calçados
São Francisco do Piauí,PI,585,Empresa 585,Alimentos / Bebida
Nova Redenção,BA,586,Empresa 586,Outro
Porteirinha,MG,587,Empresa 587,Calçados
Boracéia,SP,588,Empresa 588,Confecção / Textil
Senador Alexandre Costa,MA,589,Empresa 589,Limpeza / Higiene
Atalanta,SC,590,Empresa 590,Informática
Mirassol d'Oeste,MT,591,Empresa 591,Informática
Juruá,AM,592,Empresa 592,Informática
Cerro Grande,RS,593,Empresa 593,Autopeças
Espigão Alto do Iguaçu,PR,594,Empresa 594,Calçados
Bonito,BA,595,Empresa 595,Outro
São Jerônimo,RS,596,Empresa 596,Utilidades
Silveiras,SP,597,Empresa 597,Limpeza / Higiene
Berizal,MG,598,Empresa 598,Alimentos / Bebida
Fernandes Pinheiro,PR,599,Empresa 599,Decoração / Cama / Mesa / Banho
Nova Olímpia,MT,600,Empresa 600,Alimentos / Bebida
Indiavaí,MT,601,Empresa 601,Autopeças
Ipanguaçu,RN,602,Empresa 602,Materiais de Construção
Uruburetama,CE,603,Empresa 603,Outro
Sertãozinho,PB,604,Empresa 604,Alimentos / Bebida
Relvado,RS,605,Empresa 605,Máquinas / Equipamentos
Santa Amélia,PR,606,Empresa 606,Brinquedos
Iguape,SP,607,Empresa 607,Outro
Funilândia,MG,608,Empresa 608,Calçados
Rondonópolis,MT,609,Empresa 609,Alimentos / Bebida
Durandé,MG,610,Empresa 610,Materiais de Construção
Jati,CE,611,Empresa 611,Decoração / Cama / Mesa / Banho
Campina do Monte Alegre,SP,612,Empresa 612,Outro
Mato Rico,PR,613,Empresa 613,Alimentos / Bebida
Bela Vista do Paraíso,PR,614,Empresa 614,Informática
Abel Figueiredo,PA,615,Empresa 615,Outro
Santa Tereza,RS,616,Empresa 616,Alimentos / Bebida
Santana do Maranhão,MA,617,Empresa 617,Máquinas / Equipamentos
Brasília de Minas,MG,618,Empresa 618,Pet-Shop
São Valentim do Sul,RS,619,Empresa 619,Informática
Imperatriz,MA,620,Empresa 620,Alimentos / Bebida
Campos de Júlio,MT,621,Empresa 621,Outro
Carbonita,MG,622,Empresa 622,Máquinas / Equipamentos
Rio da Conceição,TO,623,Empresa 623,Cosméticos / Perfumaria / Higiene
Limoeiro de Anadia,AL,624,Empresa 624,Confecção / Textil
Ipatinga,MG,625,Empresa 625,Máquinas / Equipamentos
Entre Rios de Minas,MG,626,Empresa 626,Alimentos / Bebida
Monte Horebe,PB,627,Empresa 627,Alimentos / Bebida
Divinópolis do Tocantins,TO,628,Empresa 628,Informática
Chapadão do Lageado,SC,629,Empresa 629,Móveis
Atalaia,AL,630,Empresa 630,Cosméticos / Perfumaria / Higiene
Nova Alvorada do Sul,MS,631,Empresa 631,Alimentos / Bebida
Corumbataí,SP,632,Empresa 632,Outro
Barra do Mendes,BA,633,Empresa 633,Embalagens
Fraiburgo,SC,634,Empresa 634,Confecção / Textil
Cerquilho,SP,635,Empresa 635,Alimentos / Bebida
Westfalia,RS,636,Empresa 636,Outro
Coremas,PB,637,Empresa 637,Confecção / Textil
São Pedro dos Ferros,MG,638,Empresa 638,Cosméticos / Perfumaria / Higiene
Itapuã do Oeste,RO,639,Empresa 639,Confecção / Textil
Belo Vale,MG,640,Empresa 640,Limpeza / Higiene
Mogeiro,PB,641,Empresa 641,Outro
Elísio Medrado,BA,642,Empresa 642,Alimentos / Bebida
Aramina,SP,643,Empresa 643,Outro
Presidente Jânio Quadros,BA,644,Empresa 644,Eletrônicos / Eletrodomésticos
Barra Longa,MG,645,Empresa 645,Informática
Bom Jesus do Norte,ES,646,Empresa 646,Confecção / Textil
Jacaraci,BA,647,Empresa 647,Materiais de Construção
Mesópolis,SP,648,Empresa 648,Alimentos / Bebida
Pau D'Arco do Piauí,PI,649,Empresa 649,Alimentos / Bebida
Alterosa,MG,650,Empresa 650,Confecção / Textil
Joinville,SC,651,Empresa 651,Calçados
Itamari,BA,652,Empresa 652,Calçados
Cândido de Abreu,PR,653,Empresa 653,Confecção / Textil
Prado Ferreira,PR,654,Empresa 654,Utilidades
Balneário Arroio do Silva,SC,655,Empresa 655,Máquinas / Equipamentos
Formiga,MG,656,Empresa 656,Informática
Palmeirais,PI,657,Empresa 657,Confecção / Textil
Cumbe,SE,658,Empresa 658,Informática
Pilões,PB,659,Empresa 659,Alimentos / Bebida
Rio Bonito,RJ,660,Empresa 660,Pet-Shop
Santana de Parnaíba,SP,661,Empresa 661,Outro
Junqueiro,AL,662,Empresa 662,Outro
Camacan,BA,663,Empresa 663,Cosméticos / Perfumaria / Higiene
Lindóia,SP,664,Empresa 664,Informática
São Félix de Minas,MG,665,Empresa 665,Informática
São Bento do Trairí,RN,666,Empresa 666,Embalagens
Paraibano,MA,667,Empresa 667,Cosméticos / Perfumaria / Higiene
Cachoeira Alta,GO,668,Empresa 668,Calçados
Riachão do Jacuípe,BA,669,Empresa 669,Outro
Colombo,PR,670,Empresa 670,Informática
Roteiro,AL,671,Empresa 671,Cosméticos / Perfumaria / Higiene
Umirim,CE,672,Empresa 672,Outro
Piracaia,SP,673,Empresa 673,Outro
Capela do Alto Alegre,BA,674,Empresa 674,Cosméticos / Perfumaria / Higiene
Eldorado,MS,675,Empresa 675,Limpeza / Higiene
Padre Paraíso,MG,676,Empresa 676,Alimentos / Bebida
Lavras da Mangabeira,CE,677,Empresa 677,Brinquedos
Urânia,SP,678,Empresa 678,Alimentos / Bebida
Macapá,AP,679,Empresa 679,Decoração / Cama / Mesa / Banho
Cerro Branco,RS,680,Empresa 680,Informática
Chaves,PA,681,Empresa 681,Materiais de Construção
Apiaí,SP,682,Empresa 682,Outro
Uraí,PR,683,Empresa 683,Outro
Pedreiras,MA,684,Empresa 684,Alimentos / Bebida
São Sebastião do Rio Preto,MG,685,Empresa 685,Confecção / Textil
Britânia,GO,686,Empresa 686,Alimentos / Bebida
Senhora do Porto,MG,687,Empresa 687,Autopeças
Catiguá,SP,688,Empresa 688,Cosméticos / Perfumaria / Higiene
Schroeder,SC,689,Empresa 689,Informática
Rodelas,BA,690,Empresa 690,Áudio / Música / Som
Rio Grande da Serra,SP,691,Empresa 691,Cosméticos / Perfumaria / Higiene
Seberi,RS,692,Empresa 692,Móveis
nome,uf,693,Empresa 693,Informática
Queimados,RJ,694,Empresa 694,Outro
Guarantã,SP,695,Empresa 695,Cosméticos / Perfumaria / Higiene
Macau,RN,696,Empresa 696,Outro
Águas Lindas de Goiás,GO,697,Empresa 697,Confecção / Textil
Perdigão,MG,698,Empresa 698,Eletrônicos / Eletrodomésticos
Paraíso das Águas,MS,699,Empresa 699,Materiais de Construção
Manacapuru,AM,700,Empresa 700,Brinquedos
Vitória Brasil,SP,701,Empresa 701,Outro
Miradouro,MG,702,Empresa 702,Confecção / Textil
Itapeva,MG,703,Empresa 703,Alimentos / Bebida
Nazaré Paulista,SP,704,Empresa 704,Decoração / Cama / Mesa / Banho
Bom Jesus do Itabapoana,RJ,705,Empresa 705,Outro
Paratinga,BA,706,Empresa 706,Calçados
Japaratinga,AL,707,Empresa 707,Materiais de Construção
Córrego do Bom Jesus,MG,708,Empresa 708,Materiais de Construção
Marques de Souza,RS,709,Empresa 709,Outro
Francisco Morato,SP,710,Empresa 710,Outro
Carpina,PE,711,Empresa 711,Outro
Santo Antônio do Retiro,MG,712,Empresa 712,Informática
Nova Viçosa,BA,713,Empresa 713,Confecção / Textil
Fagundes Varela,RS,714,Empresa 714,Alimentos / Bebida
Balneário Barra do Sul,SC,715,Empresa 715,Alimentos / Bebida
Damolândia,GO,716,Empresa 716,Utilidades
Canutama,AM,717,Empresa 717,Cosméticos / Perfumaria / Higiene
Jundiaí,SP,718,Empresa 718,Alimentos / Bebida
Araújos,MG,719,Empresa 719,Alimentos / Bebida
Alfredo Chaves,ES,720,Empresa 720,Eletrônicos / Eletrodomésticos
Riacho dos Machados,MG,721,Empresa 721,Cosméticos / Perfumaria / Higiene
Igrapiúna,BA,722,Empresa 722,Alimentos / Bebida
Passos Maia,SC,723,Empresa 723,Limpeza / Higiene
Mundo Novo,MS,724,Empresa 724,Outro
Marabá Paulista,SP,725,Empresa 725,Outro
Sete de Setembro,RS,726,Empresa 726,Alimentos / Bebida
Lucianópolis,SP,727,Empresa 727,Calçados
Vila Flor,RN,728,Empresa 728,Informática
Alpercata,MG,729,Empresa 729,Outro
Laguna Carapã,MS,730,Empresa 730,Cosméticos / Perfumaria / Higiene
Coronel Freitas,SC,731,Empresa 731,Utilidades
Senador Georgino Avelino,RN,732,Empresa 732,Confecção / Textil
Frei Paulo,SE,733,Empresa 733,Confecção / Textil
Iacanga,SP,734,Empresa 734,Outro
Caturaí,GO,735,Empresa 735,Informática
Cabo Frio,RJ,736,Empresa 736,Outro
Jaborá,SC,737,Empresa 737,Materiais de Construção
Arapuá,MG,738,Empresa 738,Alimentos / Bebida
Mombuca,SP,739,Empresa 739,Alimentos / Bebida
Santa Cruz do Arari,PA,740,Empresa 740,Calçados
Urupês,SP,741,Empresa 741,Outro
Saudade do Iguaçu,PR,742,Empresa 742,Alimentos / Bebida
São Tomé,RN,743,Empresa 743,Informática
Severínia,SP,744,Empresa 744,Limpeza / Higiene
Santa Bárbara do Pará,PA,745,Empresa 745,Alimentos / Bebida
Santa Cruz de Salinas,MG,746,Empresa 746,Autopeças
Jucati,PE,747,Empresa 747,Confecção / Textil
Coronel Macedo,SP,748,Empresa 748,Alimentos / Bebida
Analândia,SP,749,Empresa 749,Alimentos / Bebida
Campo Maior,PI,750,Empresa 750,Cosméticos / Perfumaria / Higiene
Tamboara,PR,751,Empresa 751,Máquinas / Equipamentos
Manoel Urbano,AC,752,Empresa 752,Outro
Júlio Mesquita,SP,753,Empresa 753,Utilidades
Campos Novos Paulista,SP,754,Empresa 754,Alimentos / Bebida
Colônia do Gurguéia,PI,755,Empresa 755,Calçados
Cabixi,RO,756,Empresa 756,Outro
Campo Erê,SC,757,Empresa 757,Informática
São Francisco do Piauí,PI,758,Empresa 758,Pet-Shop
Nova Redenção,BA,759,Empresa 759,Outro
Brasilândia do Tocantins,TO,760,Empresa 760,Confecção / Textil
Luz,MG,761,Empresa 761,Alimentos / Bebida
Santa Rosa do Piauí,PI,762,Empresa 762,Confecção / Textil
São Luís do Quitunde,AL,763,Empresa 763,Máquinas / Equipamentos
Simonésia,MG,764,Empresa 764,Alimentos / Bebida
Santa Rosa do Sul,SC,765,Empresa 765,Máquinas / Equipamentos
Itaperuçu,PR,766,Empresa 766,Cosméticos / Perfumaria / Higiene
Guarantã,SP,767,Empresa 767,Decoração / Cama / Mesa / Banho
Vista Alegre,RS,768,Empresa 768,Alimentos / Bebida
Felipe Guerra,RN,769,Empresa 769,Outro
Capim,PB,770,Empresa 770,Alimentos / Bebida
Carinhanha,BA,771,Empresa 771,Materiais de Construção
Centenário,RS,772,Empresa 772,Confecção / Textil
Irecê,BA,773,Empresa 773,Alimentos / Bebida
Mamborê,PR,774,Empresa 774,Autopeças
Paço do Lumiar,MA,775,Empresa 775,Eletrônicos / Eletrodomésticos
Brodowski,SP,776,Empresa 776,Alimentos / Bebida
Taquarana,AL,777,Empresa 777,Eletrônicos / Eletrodomésticos
Bujari,AC,778,Empresa 778,Autopeças
Pitangueiras,PR,779,Empresa 779,Informática
Sooretama,ES,780,Empresa 780,Outro
Porto Rico,PR,781,Empresa 781,Outro
Itu,SP,782,Empresa 782,Autopeças
Capela do Alto,SP,783,Empresa 783,Móveis
Água Fria de Goiás,GO,784,Empresa 784,Outro
Aguaí,SP,785,Empresa 785,Alimentos / Bebida
Flor do Sertão,SC,786,Empresa 786,Decoração / Cama / Mesa / Banho
Cacimbinhas,AL,787,Empresa 787,Materiais de Construção
Gilbués,PI,788,Empresa 788,Alimentos / Bebida
Guaraíta,GO,789,Empresa 789,Cosméticos / Perfumaria / Higiene
Lavandeira,TO,790,Empresa 790,Cosméticos / Perfumaria / Higiene
Pitimbu,PB,791,Empresa 791,Alimentos / Bebida
Santa Rosa de Goiás,GO,792,Empresa 792,Outro
Jarinu,SP,793,Empresa 793,Confecção / Textil
Água Branca,PI,794,Empresa 794,Cosméticos / Perfumaria / Higiene
Santa Mônica,PR,795,Empresa 795,Outro
Quedas do Iguaçu,PR,796,Empresa 796,Máquinas / Equipamentos
Anaurilândia,MS,797,Empresa 797,Medicamentos
São José de Princesa,PB,798,Empresa 798,Alimentos / Bebida
Carrapateira,PB,799,Empresa 799,Autopeças
Nossa Senhora do Socorro,SE,800,Empresa 800,Alimentos / Bebida
Fortaleza,CE,801,Empresa 801,Cosméticos / Perfumaria / Higiene
Turiaçu,MA,802,Empresa 802,Alimentos / Bebida
Pereira Barreto,SP,803,Empresa 803,Decoração / Cama / Mesa / Banho
Grajaú,MA,804,Empresa 804,Alimentos / Bebida
Itacaré,BA,805,Empresa 805,Decoração / Cama / Mesa / Banho
Lontra,MG,806,Empresa 806,Outro
Olímpia,SP,807,Empresa 807,Móveis
Itamari,BA,808,Empresa 808,Calçados
Itapuã do Oeste,RO,809,Empresa 809,Alimentos / Bebida
Paial,SC,810,Empresa 810,Materiais de Construção
Dona Eusébia,MG,811,Empresa 811,Calçados
Santo André,PB,812,Empresa 812,Confecção / Textil
Mâncio Lima,AC,813,Empresa 813,Alimentos / Bebida
Peri Mirim,MA,814,Empresa 814,Alimentos / Bebida
Igrejinha,RS,815,Empresa 815,Alimentos / Bebida
Heitoraí,GO,816,Empresa 816,Alimentos / Bebida
Luciára,MT,817,Empresa 817,Medicamentos
Irecê,BA,818,Empresa 818,Cosméticos / Perfumaria / Higiene
Itatiba,SP,819,Empresa 819,Outro
Uberlândia,MG,820,Empresa 820,Outro
Lucena,PB,821,Empresa 821,Alimentos / Bebida
São Pedro do Suaçuí,MG,822,Empresa 822,Alimentos / Bebida
Barra de Santa Rosa,PB,823,Empresa 823,Cosméticos / Perfumaria / Higiene
São José do Hortêncio,RS,824,Empresa 824,Outro
Estrela d'Oeste,SP,825,Empresa 825,Outro
Conceição do Almeida,BA,826,Empresa 826,Confecção / Textil
Deodápolis,MS,827,Empresa 827,Confecção / Textil
Morpará,BA,828,Empresa 828,Pet-Shop
Itaocara,RJ,829,Empresa 829,Brinquedos
Conselheiro Mairinck,PR,830,Empresa 830,Pet-Shop
Arneiroz,CE,831,Empresa 831,Pet-Shop
Alto Piquiri,PR,832,Empresa 832,Eletrônicos / Eletrodomésticos
Cachoeiro de Itapemirim,ES,833,Empresa 833,Informática
Palmeirópolis,TO,834,Empresa 834,Confecção / Textil
Angatuba,SP,835,Empresa 835,Alimentos / Bebida
Pilar de Goiás,GO,836,Empresa 836,Alimentos / Bebida
Umirim,CE,837,Empresa 837,Cosméticos / Perfumaria / Higiene
Sarapuí,SP,838,Empresa 838,Cosméticos / Perfumaria / Higiene
Pindamonhangaba,SP,839,Empresa 839,Máquinas / Equipamentos
Irituia,PA,840,Empresa 840,Embalagens
Diadema,SP,841,Empresa 841,Confecção / Textil
Brotas de Macaúbas,BA,842,Empresa 842,Calçados
Salto da Divisa,MG,843,Empresa 843,Outro
Engenho Velho,RS,844,Empresa 844,Cosméticos / Perfumaria / Higiene
Palotina,PR,845,Empresa 845,Alimentos / Bebida
São José do Vale do Rio Preto,RJ,846,Empresa 846,Cosméticos / Perfumaria / Higiene
São José da Tapera,AL,847,Empresa 847,Materiais de Construção
Queimada Nova,PI,848,Empresa 848,Alimentos / Bebida
Sapopema,PR,849,Empresa 849,Confecção / Textil
Matinha,MA,850,Empresa 850,Decoração / Cama / Mesa / Banho
São João do Manteninha,MG,851,Empresa 851,Medicamentos
Umbaúba,SE,852,Empresa 852,Móveis
Ibirité,MG,853,Empresa 853,Confecção / Textil
Monteiro Lobato,SP,854,Empresa 854,Informática
Água Nova,RN,855,Empresa 855,Alimentos / Bebida
Parauapebas,PA,856,Empresa 856,Utilidades
Salinas,MG,857,Empresa 857,Alimentos / Bebida
Goianésia,GO,858,Empresa 858,Embalagens
Wagner,BA,859,Empresa 859,Alimentos / Bebida
Campo Azul,MG,860,Empresa 860,Outro
Cururupu,MA,861,Empresa 861,Cosméticos / Perfumaria / Higiene
Mirante do Paranapanema,SP,862,Empresa 862,Confecção / Textil
Guamaré,RN,863,Empresa 863,Confecção / Textil
São Pedro do Turvo,SP,864,Empresa 864,Alimentos / Bebida
Capim Grosso,BA,865,Empresa 865,Informática
Barra dos Coqueiros,SE,866,Empresa 866,Máquinas / Equipamentos
Nova Independência,SP,867,Empresa 867,Outro
Brazabrantes,GO,868,Empresa 868,Medicamentos
Cajamar,SP,869,Empresa 869,Outro
Sátiro Dias,BA,870,Empresa 870,Alimentos / Bebida
Goiana,PE,871,Empresa 871,Máquinas / Equipamentos
Fortuna de Minas,MG,872,Empresa 872,Máquinas / Equipamentos
Monte Alegre de Goiás,GO,873,Empresa 873,Confecção / Textil
Jarinu,SP,874,Empresa 874,Outro
Ivaí,PR,875,Empresa 875,Outro
Gado Bravo,PB,876,Empresa 876,Materiais de Construção
Desterro,PB,877,Empresa 877,Alimentos / Bebida
Nova Esperança,PR,878,Empresa 878,Outro
Ponte Serrada,SC,879,Empresa 879,Outro
Baixa Grande do Ribeiro,PI,880,Empresa 880,Informática
Salgado,SE,881,Empresa 881,Outro
Catiguá,SP,882,Empresa 882,Materiais de Construção
Taiobeiras,MG,883,Empresa 883,Alimentos / Bebida
Cascavel,PR,884,Empresa 884,Alimentos / Bebida
Itararé,SP,885,Empresa 885,Cosméticos / Perfumaria / Higiene
Xaxim,SC,886,Empresa 886,Autopeças
Monte Alegre de Minas,MG,887,Empresa 887,Cosméticos / Perfumaria / Higiene
Santa Rosa de Lima,SE,888,Empresa 888,Informática
Aliança do Tocantins,TO,889,Empresa 889,Cosméticos / Perfumaria / Higiene
Nova Timboteua,PA,890,Empresa 890,Alimentos / Bebida
Massapê do Piauí,PI,891,Empresa 891,Outro
Colorado do Oeste,RO,892,Empresa 892,Alimentos / Bebida
Lindolfo Collor,RS,893,Empresa 893,Outro
Ouro Verde de Minas,MG,894,Empresa 894,Outro
Mondaí,SC,895,Empresa 895,Informática
Pongaí,SP,896,Empresa 896,Alimentos / Bebida
Rorainópolis,RR,897,Empresa 897,Outro
Sananduva,RS,898,Empresa 898,Outro
Tarumã,SP,899,Empresa 899,Outro
Capetinga,MG,900,Empresa 900,Informática
Governador Lindenberg,ES,901,Empresa 901,Alimentos / Bebida
Alcantil,PB,902,Empresa 902,Informática
Condor,RS,903,Empresa 903,Alimentos / Bebida
Campo Largo,PR,904,Empresa 904,Autopeças
Caturama,BA,905,Empresa 905,Outro
Cravinhos,SP,906,Empresa 906,Alimentos / Bebida
Guimarânia,MG,907,Empresa 907,Outro
Novorizonte,MG,908,Empresa 908,Medicamentos
Boa Vista do Ramos,AM,909,Empresa 909,Utilidades
Cerro Grande do Sul,RS,910,Empresa 910,Informática
Carutapera,MA,911,Empresa 911,Embalagens
